id_registro,fecha_movimiento,personal_rol,personal_especialidad,area_nombre,cama_serie,cama_tipo,cama_tiene_sabana,cama_esta_ocupada
REG-107653,2026-05-04 10:24:15,FINANZAS,Contabilidad,atencion prioritaria,CAM-436,camilla,,Desocupada
REG-107654,2026-05-04 10:24:50,FINANZAS,Costos e Insumos,Atencion Prioritaria,CAM-907,camilla,SI,Desocupada
REG-107655,2026-05-04 10:25:25,ADMINISTRATIVO,Talento Humano,URGENCIAS,CAM-983,Cuna Pediatrica,no,Ocupada
REG-107656,2026-05-04 10:26:00,FINANZAS,Costos e Insumos,URGENCIAS,,camilla,SI,Ocupada
REG-107657,2026-05-04 10:26:35,FINANZAS,contabilidad,URGENCIAS,CAM-480,Cama UCI Electrica,SÍ,Desocupada
REG-107658,2026-05-04 10:27:10,MEDICO,Cirujano General,UCI Adultos,CAM-403,Hospitalaria Estandar,SI,Ocupada
REG-107659,2026-05-04 10:27:45,MEDICO,CIRUJANO,UCI Adultos,CAM-715,camilla,,SI
REG-107660,2026-05-04 10:28:20,FINANZAS,Contabilidad,sala de operaciones,CAM-338,,no,Desocupada
REG-107661,2026-05-04 10:28:55,MEDICO,urgenciologo,Atencion Prioritaria,CAM-667,Cama UCI Electrica,Si,Ocupada
REG-107662,2026-05-04 10:29:30,FINANZAS,Costos e Insumos,UCI Adultos,CAM-654,Cama UCI Electrica,,Ocupada
REG-107663,2026-05-04 10:30:05,ADMINISTRATIVO,Auditoria Medica,SALA DE OPERACIONES,CAM-214,Hospitalaria Estandar,,NO
REG-107664,2026-05-04 10:30:40,FINANZAS,Tesoreria,Pasillo Urgencias,CAM-380,camilla,NO,Ocupada
REG-107665,2026-05-04 10:31:15,FINANZAS,Talento Humano,SALA DE OPERACIONES,CAM-579,Hospitalaria Estandar,no,SI
REG-107666,2026-05-04 10:31:50,ADMINISTRATIVO,Auditoria Medica,Uci Pediatria,CAM-951,Cama UCI Electrica,SI,Ocupada
REG-107667,2026-05-04 10:32:25,FINANZAS,Pediatra,SALA DE OPERACIONES,CAM-811,Cuna Pediatrica,NO,SI
REG-107668,2026-05-04 10:33:00,FINANZAS,contabilidad,sala de operaciones,CAM-733,Cama UCI Electrica,SÍ,SI
REG-107669,2026-05-04 10:33:35,ADMINISTRATIVO,Facturacion,Area Administrativa,CAM-986,Camilla de Transporte,NO,Ocupada
REG-107670,2026-05-04 10:34:10,ADMINISTRATIVO,Talento Humano,Area Administrativa,CAM-595,Cama UCI Electrica,SÍ,NO
REG-107671,2026-05-04 10:34:45,ADMINISTRATIVO,Talento Humano,Piso 3 - Hospitalizacion,CAM-512,Camilla de Transporte,,SI
REG-107672,2026-05-04 10:35:20,MEDICO,Anestesiologo,Pasillo Urgencias,CAM-707,Camilla de Transporte,Si,Ocupada
REG-107673,2026-05-04 10:35:55,MEDICO,urgenciologo,Atencion Prioritaria,CAM-150,camilla,NO,Desocupada
REG-107674,2026-05-04 10:36:30,ADMINISTRATIVO,Talento Humano,UCI Adultos,CAM-690,Cama UCI Electrica,,SI
REG-107675,2026-05-04 10:37:05,MEDICO,urgenciologo,sala de operaciones,CAM-780,camilla,Si,Ocupada
REG-107676,2026-05-04 10:37:40,FINANZAS,Costos e Insumos,Piso 3 - Hospitalizacion,CAM-917,Cuna Pediatrica,,NO
REG-107677,2026-05-04 10:38:15,ADMINISTRATIVO,Admitido,Piso 3 - Hospitalizacion,CAM-384,Camilla de Transporte,NO,NO
REG-107678,2026-05-04 10:38:50,ADMINISTRATIVO,Talento Humano,Atencion Prioritaria,CAM-705,Hospitalaria Estandar,no,Desocupada
REG-107679,2026-05-04 10:39:25,ADMINISTRATIVO,facturacion,sala de operaciones,CAM-214,camilla,no,Ocupada
REG-107680,2026-05-04 10:40:00,FINANZAS,Costos e Insumos,Uci Pediatria,CAM-735,Hospitalaria Estandar,SÍ,SI
REG-107681,2026-05-04 10:40:35,ADMINISTRATIVO,Facturacion,Uci Pediatria,CAM-708,Camilla de Transporte,SÍ,Desocupada
REG-107682,2026-05-04 10:41:10,ADMINISTRATIVO,Admitido,Atencion Prioritaria,CAM-755,Hospitalaria Estandar,,Desocupada
REG-107683,2026-05-04 10:41:45,MEDICO,CIRUJANO,SALA DE OPERACIONES,CAM-392,Hospitalaria Estandar,NO,SI
REG-107684,2026-05-04 10:42:20,MEDICO,Pediatra,Atencion Prioritaria,CAM-293,camilla,,Ocupada
REG-107685,2026-05-04 10:42:55,MEDICO,Urgenciologo,SALA DE OPERACIONES,CAM-733,Cuna Pediatrica,SI,NO
REG-107686,2026-05-04 10:43:30,FINANZAS,contabilidad,sala de operaciones,CAM-703,Camilla de Transporte,SÍ,NO
REG-107687,2026-05-04 10:44:05,MEDICO,Cirujano General,sala de operaciones,CAM-707,Cuna Pediatrica,NO,Ocupada
REG-107688,2026-05-04 10:44:40,ADMINISTRATIVO,Admitido,Piso 3 - Hospitalizacion,,Cama UCI Electrica,Si,Desocupada
REG-107689,2026-05-04 10:45:15,ADMINISTRATIVO,Auditoria Medica,Uci Pediatria,CAM-609,camilla,Si,SI
REG-107690,2026-05-04 10:45:50,FINANZAS,contabilidad,Piso 3 - Hospitalizacion,CAM-676,Cuna Pediatrica,SI,SI
REG-107691,2026-05-04 10:46:25,FINANZAS,Costos e Insumos,Pasillo Urgencias,CAM-321,Hospitalaria Estandar,NO,SI
REG-107692,2026-05-04 10:47:00,MEDICO,urgenciologo,atencion prioritaria,CAM-356,Cuna Pediatrica,SI,NO
REG-107693,2026-05-04 10:47:35,MEDICO,CIRUJANO,Pasillo Urgencias,CAM-212,Cama UCI Electrica,SÍ,Ocupada
REG-107694,2026-05-04 10:48:10,ADMINISTRATIVO,Talento Humano,sala de operaciones,CAM-425,Cama UCI Electrica,SI,SI
REG-107695,2026-05-04 10:48:45,MEDICO,Cirujano General,Pasillo Urgencias,CAM-101,Camilla de Transporte,,Ocupada
REG-107696,2026-05-04 10:49:20,FINANZAS,Tesoreria,sala de operaciones,CAM-379,Camilla de Transporte,no,NO
REG-107697,2026-05-04 10:49:55,FINANZAS,Contabilidad,UCI Adultos,,Cama UCI Electrica,no,SI
REG-107698,2026-05-04 10:50:30,FINANZAS,Tesoreria,Uci Pediatria,CAM-876,Hospitalaria Estandar,SÍ,Ocupada
REG-107699,2026-05-04 10:51:05,ADMINISTRATIVO,facturacion,Atencion Prioritaria,CAM-834,Camilla de Transporte,NO,SI
REG-107700,2026-05-04 10:51:40,MEDICO,Anestesiologo,Area Administrativa,CAM-348,Hospitalaria Estandar,,Desocupada
REG-107701,2026-05-04 10:52:15,FINANZAS,Contabilidad,Uci Pediatria,CAM-795,camilla,SI,Desocupada
REG-107702,2026-05-04 10:52:50,FINANZAS,contabilidad,Atencion Prioritaria,CAM-961,Cama UCI Electrica,no,SI
REG-107703,2026-05-04 10:53:25,MEDICO,Cirujano General,atencion prioritaria,CAM-722,Cama UCI Electrica,NO,NO
REG-107704,2026-05-04 10:54:00,ADMINISTRATIVO,Talento Humano,SALA DE OPERACIONES,CAM-301,Hospitalaria Estandar,no,SI
REG-107705,2026-05-04 10:54:35,FINANZAS,Contabilidad,SALA DE OPERACIONES,CAM-925,Camilla de Transporte,Si,Ocupada
REG-107706,2026-05-04 10:55:10,ADMINISTRATIVO,Talento Humano,UCI Adultos,CAM-807,Cuna Pediatrica,SÍ,Ocupada
REG-107707,2026-05-04 10:55:45,FINANZAS,Costos e Insumos,sala de operaciones,CAM-425,camilla,no,Desocupada
REG-107708,2026-05-04 10:56:20,MEDICO,CIRUJANO,atencion prioritaria,CAM-540,Cuna Pediatrica,,SI
REG-107709,2026-05-04 10:56:55,MEDICO,Pediatra,atencion prioritaria,CAM-386,Camilla de Transporte,SI,Desocupada
REG-107710,2026-05-04 10:57:30,FINANZAS,Contabilidad,UCI Adultos,CAM-773,Cama UCI Electrica,,Desocupada
REG-107711,2026-05-04 10:58:05,ADMINISTRATIVO,Talento Humano,Area Administrativa,CAM-672,Hospitalaria Estandar,SI,NO
REG-107712,2026-05-04 10:58:40,MEDICO,Anestesiologo,sala de operaciones,CAM-452,Cama UCI Electrica,no,Ocupada
REG-107713,2026-05-04 10:59:15,MEDICO,Anestesiologo,URGENCIAS,CAM-989,camilla,SI,Ocupada
REG-107714,2026-05-04 10:59:50,FINANZAS,Costos e Insumos,Area Administrativa,CAM-669,camilla,Si,SI
REG-107715,2026-05-04 11:00:25,MEDICO,CIRUJANO,Uci Pediatria,CAM-387,Cama UCI Electrica,SÍ,SI
REG-107716,2026-05-04 11:01:00,FINANZAS,Contabilidad,URGENCIAS,CAM-885,,SÍ,Ocupada
REG-107717,2026-05-04 11:01:35,MEDICO,CIRUJANO,SALA DE OPERACIONES,CAM-181,Hospitalaria Estandar,no,SI
REG-107718,2026-05-04 11:02:10,MEDICO,Anestesiologo,sala de operaciones,,Camilla de Transporte,SI,Ocupada
REG-107719,2026-05-04 11:02:45,MEDICO,Anestesiologo,Urgencias,CAM-309,Cuna Pediatrica,NO,SI
REG-107720,2026-05-04 11:03:20,ADMINISTRATIVO,Auditoria Medica,Piso 3 - Hospitalizacion,CAM-128,Hospitalaria Estandar,SÍ,NO
REG-107721,2026-05-04 11:03:55,MEDICO,Urgenciologo,UCI Adultos,CAM-879,Hospitalaria Estandar,,NO
REG-107722,2026-05-04 11:04:30,ADMINISTRATIVO,Talento Humano,Pasillo Urgencias,CAM-836,,SI,SI
REG-107723,2026-05-04 11:05:05,MEDICO,urgenciologo,Atencion Prioritaria,CAM-524,camilla,SI,Desocupada
REG-107724,2026-05-04 11:05:40,FINANZAS,contabilidad,Finanzas,CAM-323,Cuna Pediatrica,,NO
REG-107725,2026-05-04 11:06:15,MEDICO,Cirujano General,sala de operaciones,CAM-325,Cama UCI Electrica,Si,Desocupada
REG-107726,2026-05-04 11:06:50,ADMINISTRATIVO,Auditoria Medica,Urgencias,CAM-293,Cama UCI Electrica,SÍ,SI
REG-107727,2026-05-04 11:07:25,ADMINISTRATIVO,Admitido,Pasillo Urgencias,CAM-856,Cuna Pediatrica,Si,NO
REG-107728,2026-05-04 11:08:00,FINANZAS,Costos e Insumos,Finanzas,CAM-198,Cuna Pediatrica,NO,NO
REG-107729,2026-05-04 11:08:35,ADMINISTRATIVO,facturacion,SALA DE OPERACIONES,CAM-160,Cama UCI Electrica,SÍ,Ocupada
REG-107730,2026-05-04 11:09:10,MEDICO,urgenciologo,Pasillo Urgencias,CAM-665,Hospitalaria Estandar,SI,SI
REG-107731,2026-05-04 11:09:45,FINANZAS,Tesoreria,Pasillo Urgencias,CAM-954,Camilla de Transporte,SI,Desocupada
REG-107732,2026-05-04 11:10:20,ADMINISTRATIVO,Admitido,sala de operaciones,CAM-214,Cama UCI Electrica,Si,Ocupada
REG-107733,2026-05-04 11:10:55,MEDICO,Anestesiologo,Atencion Prioritaria,CAM-144,camilla,Si,SI
REG-107734,2026-05-04 11:11:30,ADMINISTRATIVO,Talento Humano,Urgencias,CAM-490,camilla,no,Desocupada
REG-107735,2026-05-04 11:12:05,FINANZAS,contabilidad,UCI Adultos,,Cuna Pediatrica,no,Ocupada
REG-107736,2026-05-04 11:12:40,MEDICO,Anestesiologo,SALA DE OPERACIONES,CAM-398,Cama UCI Electrica,NO,Desocupada
REG-107737,2026-05-04 11:13:15,ADMINISTRATIVO,Facturacion,SALA DE OPERACIONES,CAM-614,Cuna Pediatrica,Si,Desocupada
REG-107738,2026-05-04 11:13:50,FINANZAS,Contabilidad,UCI Adultos,CAM-123,Cuna Pediatrica,NO,Desocupada
REG-107739,2026-05-04 11:14:25,MEDICO,urgenciologo,Pasillo Urgencias,CAM-739,Cama UCI Electrica,no,Ocupada
REG-107740,2026-05-04 11:15:00,MEDICO,Cirujano General,Uci Pediatria,CAM-614,camilla,NO,Desocupada
REG-107741,2026-05-04 11:15:35,FINANZAS,Contabilidad,Uci Pediatria,CAM-209,Cama UCI Electrica,no,Ocupada
REG-107742,2026-05-04 11:16:10,FINANZAS,Costos e Insumos,Piso 3 - Hospitalizacion,CAM-288,camilla,,NO
REG-107743,2026-05-04 11:16:45,MEDICO,Pediatra,Area Administrativa,CAM-675,Cama UCI Electrica,NO,Ocupada
REG-107744,2026-05-04 11:17:20,MEDICO,Pediatra,Atencion Prioritaria,CAM-954,Cuna Pediatrica,no,Desocupada
REG-107745,2026-05-04 11:17:55,FINANZAS,Admitido,SALA DE OPERACIONES,CAM-248,camilla,no,SI
REG-107746,2026-05-04 11:18:30,MEDICO,CIRUJANO,Area Administrativa,CAM-342,Cama UCI Electrica,SÍ,NO
REG-107747,2026-05-04 11:19:05,MEDICO,CIRUJANO,sala de operaciones,CAM-105,camilla,NO,Desocupada
REG-107748,2026-05-04 11:19:40,ADMINISTRATIVO,Admitido,sala de operaciones,CAM-384,Cama UCI Electrica,SÍ,Ocupada
REG-107749,2026-05-04 11:20:15,MEDICO,Cirujano General,Area Administrativa,CAM-926,camilla,SI,NO
REG-107750,2026-05-04 11:20:50,MEDICO,Pediatra,UCI Adultos,CAM-779,camilla,NO,Ocupada
REG-107751,2026-05-04 11:21:25,FINANZAS,contabilidad,Area Administrativa,CAM-103,Hospitalaria Estandar,SI,SI
REG-107752,2026-05-04 11:22:00,FINANZAS,Costos e Insumos,Uci Pediatria,CAM-148,Cuna Pediatrica,Si,Desocupada
REG-107753,2026-05-04 11:22:35,FINANZAS,Tesoreria,SALA DE OPERACIONES,CAM-996,Cuna Pediatrica,,Ocupada
REG-107754,2026-05-04 11:23:10,FINANZAS,Costos e Insumos,sala de operaciones,CAM-451,camilla,SI,Ocupada
REG-107755,2026-05-04 11:23:45,FINANZAS,Contabilidad,Piso 3 - Hospitalizacion,CAM-165,Cama UCI Electrica,,Desocupada
REG-107756,2026-05-04 11:24:20,MEDICO,urgenciologo,UCI Adultos,CAM-412,Cuna Pediatrica,NO,Ocupada
REG-107757,2026-05-04 11:24:55,FINANZAS,contabilidad,Pasillo Urgencias,CAM-436,Cuna Pediatrica,SI,NO
REG-107758,2026-05-04 11:25:30,MEDICO,Anestesiologo,URGENCIAS,CAM-895,Hospitalaria Estandar,Si,SI
REG-107759,2026-05-04 11:26:05,ADMINISTRATIVO,Admitido,UCI Adultos,CAM-665,Camilla de Transporte,Si,NO
REG-107760,2026-05-04 11:26:40,FINANZAS,Tesoreria,Atencion Prioritaria,CAM-540,camilla,Si,NO
REG-107761,2026-05-04 11:27:15,ADMINISTRATIVO,Facturacion,URGENCIAS,CAM-758,camilla,SÍ,Desocupada
REG-107762,2026-05-04 11:27:50,MEDICO,urgenciologo,Area Administrativa,CAM-280,Camilla de Transporte,SI,Ocupada
REG-107763,2026-05-04 11:28:25,MEDICO,Anestesiologo,Urgencias,CAM-699,Hospitalaria Estandar,NO,Desocupada
REG-107764,2026-05-04 11:29:00,MEDICO,Urgenciologo,SALA DE OPERACIONES,CAM-337,Hospitalaria Estandar,no,Desocupada
REG-107765,2026-05-04 11:29:35,MEDICO,Anestesiologo,Piso 3 - Hospitalizacion,CAM-514,Camilla de Transporte,Si,Desocupada
REG-107766,2026-05-04 11:30:10,FINANZAS,contabilidad,Finanzas,CAM-639,Camilla de Transporte,SÍ,Desocupada
REG-107767,2026-05-04 11:30:45,ADMINISTRATIVO,Auditoria Medica,Pasillo Urgencias,CAM-882,camilla,,Desocupada
REG-107768,2026-05-04 11:31:20,FINANZAS,Urgenciologo,SALA DE OPERACIONES,CAM-481,Camilla de Transporte,SÍ,Desocupada
REG-107769,2026-05-04 11:31:55,FINANZAS,contabilidad,Pasillo Urgencias,CAM-267,Cama UCI Electrica,no,Desocupada
REG-107770,2026-05-04 11:32:30,MEDICO,CIRUJANO,SALA DE OPERACIONES,CAM-839,,,Ocupada
REG-107771,2026-05-04 11:33:05,ADMINISTRATIVO,Facturacion,Piso 3 - Hospitalizacion,CAM-384,camilla,SI,Desocupada
REG-107772,2026-05-04 11:33:40,FINANZAS,Costos e Insumos,sala de operaciones,CAM-938,camilla,SÍ,NO
REG-107773,2026-05-04 11:34:15,FINANZAS,Contabilidad,Uci Pediatria,CAM-729,Camilla de Transporte,,SI
REG-107774,2026-05-04 11:34:50,ADMINISTRATIVO,Facturacion,URGENCIAS,CAM-895,Cama UCI Electrica,SI,SI
REG-107775,2026-05-04 11:35:25,FINANZAS,contabilidad,atencion prioritaria,CAM-281,Hospitalaria Estandar,SI,NO
REG-107776,2026-05-04 11:36:00,ADMINISTRATIVO,Auditoria Medica,Urgencias,CAM-621,Camilla de Transporte,,SI
REG-107777,2026-05-04 11:36:35,ADMINISTRATIVO,Talento Humano,Atencion Prioritaria,CAM-762,Cuna Pediatrica,NO,SI
REG-107778,2026-05-04 11:37:10,FINANZAS,Tesoreria,Atencion Prioritaria,CAM-946,Cuna Pediatrica,,SI
REG-107779,2026-05-04 11:37:45,FINANZAS,Tesoreria,Area Administrativa,CAM-546,Cama UCI Electrica,SÍ,Desocupada
REG-107780,2026-05-04 11:38:20,FINANZAS,Tesoreria,URGENCIAS,CAM-859,,Si,SI
REG-107781,2026-05-04 11:38:55,MEDICO,Anestesiologo,Finanzas,CAM-413,Camilla de Transporte,Si,NO
REG-107782,2026-05-04 11:39:30,FINANZAS,contabilidad,Uci Pediatria,CAM-977,Hospitalaria Estandar,NO,Desocupada
REG-107783,2026-05-04 11:40:05,FINANZAS,Costos e Insumos,Uci Pediatria,CAM-197,Cuna Pediatrica,Si,NO
REG-107784,2026-05-04 11:40:40,MEDICO,Pediatra,atencion prioritaria,CAM-357,Hospitalaria Estandar,NO,Desocupada
REG-107785,2026-05-04 11:41:15,FINANZAS,Costos e Insumos,Atencion Prioritaria,CAM-639,camilla,Si,Ocupada
REG-107786,2026-05-04 11:41:50,ADMINISTRATIVO,Facturacion,Finanzas,CAM-469,Camilla de Transporte,NO,Ocupada
REG-107787,2026-05-04 11:42:25,MEDICO,CIRUJANO,sala de operaciones,CAM-393,Hospitalaria Estandar,,Desocupada
REG-107788,2026-05-04 11:43:00,ADMINISTRATIVO,Admitido,Atencion Prioritaria,CAM-789,Camilla de Transporte,no,Desocupada
REG-107789,2026-05-04 11:43:35,MEDICO,Urgenciologo,Uci Pediatria,CAM-393,Camilla de Transporte,NO,NO
REG-107790,2026-05-04 11:44:10,MEDICO,urgenciologo,Piso 3 - Hospitalizacion,,Cama UCI Electrica,,Ocupada
REG-107791,2026-05-04 11:44:45,FINANZAS,Costos e Insumos,SALA DE OPERACIONES,CAM-585,camilla,no,Desocupada
REG-107792,2026-05-04 11:45:20,ADMINISTRATIVO,Talento Humano,Area Administrativa,CAM-731,Camilla de Transporte,,NO
REG-107793,2026-05-04 11:45:55,MEDICO,Urgenciologo,sala de operaciones,CAM-425,camilla,SÍ,NO
REG-107794,2026-05-04 11:46:30,ADMINISTRATIVO,Auditoria Medica,Area Administrativa,CAM-514,Cuna Pediatrica,,SI
REG-107795,2026-05-04 11:47:05,MEDICO,CIRUJANO,atencion prioritaria,CAM-646,Cuna Pediatrica,no,SI
REG-107796,2026-05-04 11:47:40,ADMINISTRATIVO,Facturacion,URGENCIAS,CAM-987,camilla,NO,SI
REG-107797,2026-05-04 11:48:15,ADMINISTRATIVO,Auditoria Medica,sala de operaciones,CAM-323,Cuna Pediatrica,Si,NO
REG-107798,2026-05-04 11:48:50,ADMINISTRATIVO,Auditoria Medica,atencion prioritaria,CAM-803,Cuna Pediatrica,NO,NO
REG-107799,2026-05-04 11:49:25,FINANZAS,Costos e Insumos,URGENCIAS,CAM-916,Camilla de Transporte,,SI
REG-107800,2026-05-04 11:50:00,MEDICO,Urgenciologo,Urgencias,CAM-980,Cuna Pediatrica,Si,Desocupada
REG-107801,2026-05-04 11:50:35,ADMINISTRATIVO,facturacion,UCI Adultos,CAM-728,camilla,,Ocupada
REG-107802,2026-05-04 11:51:10,MEDICO,Pediatra,Area Administrativa,CAM-810,Cama UCI Electrica,no,Ocupada
REG-107803,2026-05-04 11:51:45,FINANZAS,Tesoreria,SALA DE OPERACIONES,CAM-288,Cuna Pediatrica,SÍ,NO
REG-107804,2026-05-04 11:52:20,FINANZAS,Tesoreria,Atencion Prioritaria,CAM-791,camilla,,Ocupada
REG-107805,2026-05-04 11:52:55,ADMINISTRATIVO,Talento Humano,Pasillo Urgencias,CAM-106,Cuna Pediatrica,NO,Ocupada
REG-107806,2026-05-04 11:53:30,FINANZAS,Costos e Insumos,UCI Adultos,CAM-404,camilla,no,Ocupada
REG-107807,2026-05-04 11:54:05,MEDICO,Anestesiologo,UCI Adultos,CAM-436,Camilla de Transporte,SÍ,NO
REG-107808,2026-05-04 11:54:40,ADMINISTRATIVO,Admitido,sala de operaciones,,Hospitalaria Estandar,SI,NO
REG-107809,2026-05-04 11:55:15,FINANZAS,Contabilidad,Pasillo Urgencias,CAM-442,Hospitalaria Estandar,SÍ,Desocupada
REG-107810,2026-05-04 11:55:50,ADMINISTRATIVO,Admitido,Pasillo Urgencias,CAM-638,Cuna Pediatrica,no,Ocupada
REG-107811,2026-05-04 11:56:25,ADMINISTRATIVO,Talento Humano,Piso 3 - Hospitalizacion,CAM-347,camilla,,Ocupada
REG-107812,2026-05-04 11:57:00,ADMINISTRATIVO,Auditoria Medica,Area Administrativa,CAM-813,Hospitalaria Estandar,Si,SI
REG-107813,2026-05-04 11:57:35,FINANZAS,Costos e Insumos,SALA DE OPERACIONES,CAM-422,Camilla de Transporte,no,Desocupada
REG-107814,2026-05-04 11:58:10,MEDICO,Cirujano General,UCI Adultos,CAM-653,Cuna Pediatrica,no,Desocupada
REG-107815,2026-05-04 11:58:45,FINANZAS,Tesoreria,atencion prioritaria,CAM-592,Hospitalaria Estandar,no,SI
REG-107816,2026-05-04 11:59:20,FINANZAS,Costos e Insumos,atencion prioritaria,CAM-359,camilla,SÍ,NO
REG-107817,2026-05-04 11:59:55,MEDICO,CIRUJANO,Finanzas,CAM-376,Cuna Pediatrica,NO,SI
REG-107818,2026-05-04 12:00:30,FINANZAS,Costos e Insumos,Urgencias,CAM-907,Cama UCI Electrica,NO,SI
REG-107819,2026-05-04 12:01:05,MEDICO,Anestesiologo,UCI Adultos,CAM-206,Cuna Pediatrica,SÍ,Desocupada
REG-107820,2026-05-04 12:01:40,FINANZAS,,Urgencias,CAM-712,camilla,SÍ,Desocupada
REG-107821,2026-05-04 12:02:15,FINANZAS,Contabilidad,Atencion Prioritaria,CAM-298,Cama UCI Electrica,no,SI
REG-107822,2026-05-04 12:02:50,MEDICO,Pediatra,URGENCIAS,CAM-418,Cama UCI Electrica,SÍ,SI
REG-107823,2026-05-04 12:03:25,ADMINISTRATIVO,Auditoria Medica,SALA DE OPERACIONES,CAM-393,Hospitalaria Estandar,Si,SI
REG-107824,2026-05-04 12:04:00,FINANZAS,Costos e Insumos,URGENCIAS,CAM-514,,,Desocupada
REG-107825,2026-05-04 12:04:35,MEDICO,Urgenciologo,URGENCIAS,CAM-123,Cama UCI Electrica,SI,SI
REG-107826,2026-05-04 12:05:10,ADMINISTRATIVO,Facturacion,Atencion Prioritaria,CAM-696,camilla,Si,SI
REG-107827,2026-05-04 12:05:45,MEDICO,Pediatra,atencion prioritaria,CAM-964,Camilla de Transporte,SI,NO
REG-107828,2026-05-04 12:06:20,FINANZAS,contabilidad,SALA DE OPERACIONES,CAM-455,Hospitalaria Estandar,Si,Ocupada
REG-107829,2026-05-04 12:06:55,MEDICO,Anestesiologo,Atencion Prioritaria,CAM-197,Cama UCI Electrica,,Ocupada
REG-107830,2026-05-04 12:07:30,FINANZAS,Contabilidad,Piso 3 - Hospitalizacion,CAM-490,Hospitalaria Estandar,,NO
REG-107831,2026-05-04 12:08:05,ADMINISTRATIVO,Talento Humano,UCI Adultos,CAM-795,Camilla de Transporte,no,SI
REG-107832,2026-05-04 12:08:40,MEDICO,urgenciologo,SALA DE OPERACIONES,CAM-388,Hospitalaria Estandar,SÍ,Ocupada
REG-107833,2026-05-04 12:09:15,MEDICO,Cirujano General,Atencion Prioritaria,CAM-642,Hospitalaria Estandar,SÍ,NO
REG-107834,2026-05-04 12:09:50,ADMINISTRATIVO,Facturacion,Atencion Prioritaria,CAM-171,camilla,SÍ,Desocupada
REG-107835,2026-05-04 12:10:25,ADMINISTRATIVO,Talento Humano,Area Administrativa,CAM-324,camilla,NO,Desocupada
REG-107836,2026-05-04 12:11:00,MEDICO,urgenciologo,URGENCIAS,CAM-273,camilla,no,NO
REG-107837,2026-05-04 12:11:35,MEDICO,Urgenciologo,URGENCIAS,CAM-428,Cama UCI Electrica,SÍ,SI
REG-107838,2026-05-04 12:12:10,ADMINISTRATIVO,Facturacion,SALA DE OPERACIONES,CAM-872,Cuna Pediatrica,,Ocupada
REG-107839,2026-05-04 12:12:45,MEDICO,Urgenciologo,UCI Adultos,CAM-220,Cama UCI Electrica,SI,SI
REG-107840,2026-05-04 12:13:20,ADMINISTRATIVO,facturacion,SALA DE OPERACIONES,CAM-789,Cuna Pediatrica,Si,Desocupada
REG-107841,2026-05-04 12:13:55,ADMINISTRATIVO,facturacion,UCI Adultos,CAM-761,Camilla de Transporte,,SI
REG-107842,2026-05-04 12:14:30,MEDICO,urgenciologo,Uci Pediatria,,camilla,NO,Ocupada
REG-107843,2026-05-04 12:15:05,MEDICO,,Area Administrativa,CAM-705,Hospitalaria Estandar,no,NO
REG-107844,2026-05-04 12:15:40,ADMINISTRATIVO,Admitido,Uci Pediatria,CAM-131,camilla,SI,NO
REG-107845,2026-05-04 12:16:15,MEDICO,Cirujano General,Uci Pediatria,CAM-218,Camilla de Transporte,SÍ,SI
REG-107846,2026-05-04 12:16:50,ADMINISTRATIVO,facturacion,Pasillo Urgencias,CAM-731,Cama UCI Electrica,no,Ocupada
REG-107847,2026-05-04 12:17:25,MEDICO,Anestesiologo,Uci Pediatria,CAM-705,Hospitalaria Estandar,SI,Desocupada
REG-107848,2026-05-04 12:18:00,MEDICO,Cirujano General,URGENCIAS,CAM-439,Camilla de Transporte,SI,SI
REG-107849,2026-05-04 12:18:35,MEDICO,Anestesiologo,URGENCIAS,CAM-414,,no,Desocupada
REG-107850,2026-05-04 12:19:10,MEDICO,Urgenciologo,Pasillo Urgencias,CAM-869,Cuna Pediatrica,Si,Desocupada
REG-107851,2026-05-04 12:19:45,ADMINISTRATIVO,Facturacion,Area Administrativa,CAM-451,Hospitalaria Estandar,SÍ,Desocupada
REG-107852,2026-05-04 12:20:20,MEDICO,Anestesiologo,Uci Pediatria,CAM-821,Hospitalaria Estandar,NO,Ocupada
REG-107853,2026-05-04 12:20:55,MEDICO,CIRUJANO,Pasillo Urgencias,,Hospitalaria Estandar,SI,SI
REG-107854,2026-05-04 12:21:30,ADMINISTRATIVO,Auditoria Medica,URGENCIAS,CAM-281,Cama UCI Electrica,Si,Desocupada
REG-107855,2026-05-04 12:22:05,FINANZAS,contabilidad,SALA DE OPERACIONES,CAM-166,camilla,,Desocupada
REG-107856,2026-05-04 12:22:40,FINANZAS,Costos e Insumos,Atencion Prioritaria,CAM-250,Hospitalaria Estandar,Si,Desocupada
REG-107857,2026-05-04 12:23:15,MEDICO,Pediatra,atencion prioritaria,CAM-764,Cuna Pediatrica,NO,NO
REG-107858,2026-05-04 12:23:50,FINANZAS,contabilidad,sala de operaciones,CAM-440,camilla,SÍ,Desocupada
REG-107859,2026-05-04 12:24:25,FINANZAS,Tesoreria,atencion prioritaria,CAM-691,camilla,SÍ,SI
REG-107860,2026-05-04 12:25:00,FINANZAS,Contabilidad,Piso 3 - Hospitalizacion,CAM-250,camilla,,Desocupada
REG-107861,2026-05-04 12:25:35,MEDICO,Anestesiologo,Finanzas,CAM-390,camilla,no,Desocupada
REG-107862,2026-05-04 12:26:10,FINANZAS,Costos e Insumos,sala de operaciones,CAM-133,Cama UCI Electrica,no,Desocupada
